artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,owner,playlist_name,user
Four Tops,Four Tops Second Album,"I Can't Help Myself (Sugar Pie, Honey Bunch)",6b6IMqP565TbtFFZg9iFf3,0.667,0.599,0,-8.894,1,0.0291,0,0.107,0.971,127.935,160280,4,Spotify,Raised on Motown,Public I
The Temptations,The Temptations Sing Smokey,My Girl,745H5CctFr12Mo7cqa1BMH,0.572,0.418,0,-10.738,1,0.0349,0,0.0961,0.694,104.566,165000,4,Spotify,Raised on Motown,Public I
The Supremes,The Supremes A' Go-Go (Expanded Edition),You Can't Hurry Love,1OppEieGNdItZbE14gLBEv,0.63,0.711,10,-9.34,1,0.0472,0,0.0813,0.659,96.912,167933,4,Spotify,Raised on Motown,Public I
Stevie Wonder,"Signed, Sealed And Delivered","Signed, Sealed, Delivered (I'm Yours)",2eF8pWbiivYsYRpbntYsnc,0.675,0.597,5,-11.329,1,0.0337,0,0.0986,0.828,108.875,161160,4,Spotify,Raised on Motown,Public I
Smokey Robinson & The Miracles,Going To A Go-Go,The Tracks Of My Tears,6QyQmdvQ1ywNccYa0pwLNQ,0.502,0.333,7,-10.914,1,0.0264,0,0.222,0.729,96.982,174360,4,Spotify,Raised on Motown,Public I
Martha Reeves & The Vandellas,Dance Party,Dancing In The Street - Stereo,6rLqjzGV5VMLDWEnuUqi8q,0.556,0.57,2,-9.472,1,0.0393,0.000526,0.198,0.304,126.01,165227,4,Spotify,Raised on Motown,Public I
The Temptations,Meet The Temptations,The Way You Do The Things You Do,3496rr5XSGD6n1Z1OKXovb,0.618,0.704,4,-4.686,1,0.0321,0.000262,0.358,0.741,124.218,165744,4,Spotify,Raised on Motown,Public I
Mary Wells,Mary Wells Sings My Guy,My Guy,4591VqUIXysNlmI5NcAIUd,0.691,0.581,10,-7.85,1,0.065,4.62e-05,0.147,0.91,126.615,174440,4,Spotify,Raised on Motown,Public I
DeBarge,Rhythm Of The Night,Rhythm Of The Night,5yGTQzYbEdY6B9RFZJypgt,0.707,0.759,11,-12.328,0,0.046,2.84e-05,0.0775,0.955,115.142,229107,4,Spotify,Raised on Motown,Public I
Stevie Wonder,The Definitive Collection,Superstition - Single Version,1h2xVEoJORqrg71HocgqXd,0.633,0.634,8,-12.115,1,0.0725,0.0064,0.0385,0.872,100.499,245493,4,Spotify,Raised on Motown,Public I
