artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,owner,playlist_name,user
Various Artists,2000s R&B Hits,Peaches and Cream,0w4Gr1WRPTG6f3o3sfBcU5,0.677,0.52,4,-6.255,0,0.334,0,0.0532,0.768,203.862,193093,4,tessvictoria,I should have been cast in step up,Tess
112,Part III,Dance With Me,6uRH1qMz30ZBwwUG0IYE5s,0.912,0.511,9,-6.365,1,0.203,0,0.0442,0.611,101.628,231800,4,tessvictoria,I should have been cast in step up,Tess
Cassie,Cassie (U.S. Version),Me & U,7k6IzwMGpxnRghE7YosnXT,0.803,0.454,8,-4.802,0,0.0294,0,0.0655,0.739,99.99,192213,4,tessvictoria,I should have been cast in step up,Tess
Christina Aguilera,Stripped,Fighter,7nXq1vaZiz7PdbfojpPjW5,0.435,0.92,4,-1.357,0,0.201,0.000353,0.552,0.45,188.899,245960,4,tessvictoria,I should have been cast in step up,Tess
Destiny's Child,The Writing's On The Wall,Say My Name,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5,-3.525,0,0.102,0,0.149,0.734,138.009,271333,4,tessvictoria,I should have been cast in step up,Tess
Various Artists,R&B: From Doo-Wop To Hip-Hop,Pony,6mz1fBdKATx6qP4oP1I65G,0.749,0.605,8,-9.359,0,0.086,0.0381,0.115,0.966,142.024,251733,4,tessvictoria,I should have been cast in step up,Tess
Omarion,21,Ice Box,5qhlC4Rzals34zxovrPzKp,0.775,0.731,8,-5.446,1,0.134,0,0.129,0.821,131.105,256427,4,tessvictoria,I should have been cast in step up,Tess
Various Artists,Step Up Soundtrack,Show Me The Money,6lob8yGQuretKACtogsaQL,0.863,0.772,0,-2.278,1,0.114,0,0.206,0.83,110.514,224680,4,tessvictoria,I should have been cast in step up,Tess
Various Artists,Step Up Soundtrack,(When You Gonna) Give It Up To Me (feat. Keyshia Cole),0BATGJ28ZHGukmxjV2EWOW,0.552,0.759,8,-3.019,1,0.269,0,0.0425,0.676,96.002,243773,4,tessvictoria,I should have been cast in step up,Tess
T-Pain,Epiphany,Church (feat. Teddy Verseti),4OpjzcmQ7rIJ5XNjWJfCnG,0.79,0.807,1,-5.56,1,0.14,3.05e-05,0.34,0.964,80.019,241773,4,tessvictoria,I should have been cast in step up,Tess
